id,cattle_id,event_type,disease_name,medicine_name,application_date,administration_route,next_dose_date,treatment_end_date,dosage,veterinarian_name,notes,created_at,updated_at
5ddc0d18-3524-4c6c-ad84-35260b287ee9,6312b1a0-52c8-4965-95a4-60e224c71f65,vaccine,,Vitamina A,2023-08-16,intramuscular,,,4 ml,Dr. López González,Objetivo gracias importante día.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
44cbe542-47e2-470d-8117-f0517c3f7cc7,76c37947-4cb4-476f-92ac-6580ec8cbf35,treatment,Fiebre aftosa,Vitamina A,2023-05-28,other,,2023-06-20,10 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
10710977-d914-460e-b023-34b1ead9ee89,76c37947-4cb4-476f-92ac-6580ec8cbf35,other,,,2022-12-16,,,,,Dr. Rodríguez Pérez,Manos vida industria clase imagen.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
1416be8e-be33-4be5-8c1c-007d11c35eb4,76c37947-4cb4-476f-92ac-6580ec8cbf35,vaccine,,Levamisol,2025-06-05,topical,2025-07-12,,5 ml,,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
cc17ee36-a333-4004-b4de-ba3aa7a64110,8e67b465-17ae-493f-a96e-7850233aa70e,vaccine,,Levamisol,2025-08-09,subcutaneous,2025-11-05,,8 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
afc702c9-878e-4ce4-9d44-bee2f3e4dbdb,8e67b465-17ae-493f-a96e-7850233aa70e,checkup,,,2024-04-04,,,,,Dr. Rodríguez Pérez,Como nadie iglesia n aquí unos crecimiento.,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
a81200ae-59e8-44a7-ab47-c43e80c3cdc2,8e67b465-17ae-493f-a96e-7850233aa70e,checkup,,,2025-09-12,,,,,Dr. García López,,2025-12-14 22:33:42.595179,2025-12-14 22:33:42.595179
07f1cd46-6c59-4564-876d-a6efb26ef106,f2edac88-0b5b-4a3f-ac3f-3cd397f076ac,treatment,Brucelosis,Oxitetraciclina,2024-07-06,oral,,,9 ml,Dra. Hernández Ruiz,Resulta madre ese origen mujer tierra sea.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
db73e062-1a28-43cf-9ecd-2563510b32f4,f2edac88-0b5b-4a3f-ac3f-3cd397f076ac,vaccine,,,2022-11-18,,2022-12-28,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
785203ef-b496-449f-887a-9cfd4ef83db3,f2edac88-0b5b-4a3f-ac3f-3cd397f076ac,treatment,Parasitosis,Complejo B,2024-08-24,subcutaneous,,,8 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
adc5bf15-865a-4a77-9a58-4850632f50c3,f2edac88-0b5b-4a3f-ac3f-3cd397f076ac,injury,,,2025-04-10,,,,,,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
3c6ed01f-1d7d-4ac1-9e9d-e0d54a4eee5d,297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,treatment,Dermatitis,Complejo B,2023-04-13,oral,,2023-05-02,2 ml,Dra. Martínez Silva,Torno serán oposición cierta tema mayo.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
997085a0-b403-4a94-93e1-2e57bd16abcc,297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,treatment,Fiebre aftosa,Levamisol,2025-06-03,other,,2025-06-17,7 ml,Dr. Rodríguez Pérez,Podría nadie papel técnica meses puede española.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
0f74e8c5-5fe2-4b2a-ad03-57e4577d0fa8,297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,checkup,,,2021-07-16,,,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
be49129c-8b26-44bb-b63e-6ce6dd228dc9,297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,treatment,Rabia,Penicilina,2023-05-23,topical,,,7 ml,Dr. López González,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
9537cc32-272c-44ae-9709-b0945f19749f,297e424c-9dc5-4bf7-9f37-1d8d69a5b6e4,checkup,,,2022-11-26,,,,,Dr. Rodríguez Pérez,Investigación nuestro empresa tipo negro desde aire.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
3b952456-939b-4c6f-bc18-85f6a118d195,096e7744-c8e3-4a37-8066-685d7dfe5175,vaccine,,Antiparasitario,2022-05-28,intravenous,,,5 ml,,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
503f0f0c-a59b-42e9-b067-0518bfb8dc3e,096e7744-c8e3-4a37-8066-685d7dfe5175,vaccine,,Vitamina A,2023-10-14,topical,2024-03-31,,7 ml,,Segundo baja nueva justicia i ir.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
55c20f9a-5a34-4c5d-b01c-7f524625c826,096e7744-c8e3-4a37-8066-685d7dfe5175,vaccine,,Vitamina A,2022-02-26,intravenous,,,6 ml,Dr. García López,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
34a27251-f107-44bc-9405-778ca7634e89,096e7744-c8e3-4a37-8066-685d7dfe5175,injury,,,2023-06-23,,,,,,Tengo espacio zona acciones d da.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
28bd9014-2788-4bd5-ab76-ae311db9d377,acc78b9f-04dd-4b46-a602-85e323e316e5,vaccine,,Complejo B,2018-07-20,other,,,4 ml,Dra. Martínez Silva,Hoy libro muerte menos blanco.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
4c7f3ba6-4986-424e-bbba-93b0217ba807,acc78b9f-04dd-4b46-a602-85e323e316e5,treatment,Mastitis,Ivermectina,2021-06-07,intramuscular,,,2 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
91f637cc-13ef-4716-8c60-5685841a7538,2801faab-8cd7-4cf1-9241-15baae5b3735,treatment,Neumonía,Albendazol,2023-09-16,subcutaneous,,,10 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
ebc1ddd8-12a0-4015-a055-172b0cc5f202,2801faab-8cd7-4cf1-9241-15baae5b3735,vaccine,,Ivermectina,2022-02-10,intramuscular,2022-03-25,,9 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
1df12adc-15e8-4320-9884-751e5daa1f59,b5892884-2f4a-438c-a176-1c7b3ed2e139,vaccine,,Vitamina A,2024-01-16,intravenous,2024-02-18,,6 ml,Dra. Martínez Silva,Algo libertad línea primeros aspecto fuerza trabajadores.,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
7769af20-891e-4633-842d-fe03be804353,b5892884-2f4a-438c-a176-1c7b3ed2e139,vaccine,,Levamisol,2019-03-25,topical,2019-05-18,,7 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.596197,2025-12-14 22:33:42.596197
188c6502-d79c-4231-9b1e-e864103b41d4,b5892884-2f4a-438c-a176-1c7b3ed2e139,vaccine,,Albendazol,2020-04-23,oral,2020-09-17,,9 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
9f8f1349-1583-4afc-aabc-bf1c83a83d4c,b5892884-2f4a-438c-a176-1c7b3ed2e139,vaccine,,Complejo B,2020-03-30,intramuscular,,,10 ml,,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
77fb5402-46b9-4261-8c92-5b699a0eef7d,f0036a1a-2c14-48f5-9c35-2f9a54dbf7cf,illness,Brucelosis,,2022-10-27,,,,,Dra. Martínez Silva,Haya parece efecto martín están hora haber.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
d9c55b7c-a8b9-4c05-ac08-08989b0d78c7,f0036a1a-2c14-48f5-9c35-2f9a54dbf7cf,checkup,,,2023-11-08,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
901ddb74-eb23-447f-ae5f-4b524c2e135e,f0036a1a-2c14-48f5-9c35-2f9a54dbf7cf,checkup,,,2025-10-13,,,,,,Fuentes propia ellos cambio políticas miembros por.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
314951c0-d93b-4aba-ae1b-3a1a206b9945,f0036a1a-2c14-48f5-9c35-2f9a54dbf7cf,vaccine,,Vitamina A,2025-06-30,other,2025-09-15,,1 ml,Dr. García López,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
10e889b9-5821-4a92-9830-c822a05add31,f08a7975-e861-450e-95e6-2a078ea36889,treatment,Tuberculosis,Complejo B,2024-06-05,intravenous,,,5 ml,Dra. Martínez Silva,Debía aquel próximo juicio.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
cad720e1-cc04-4725-a534-5e12335f3250,f08a7975-e861-450e-95e6-2a078ea36889,vaccine,,Penicilina,2025-08-20,oral,,,3 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
9e99eb3f-0bf1-4d94-bb86-0dfb7e33e60f,f08a7975-e861-450e-95e6-2a078ea36889,vaccine,,Penicilina,2025-08-14,other,,,5 ml,,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
a332b2f2-d496-4811-b0e3-8cc8909f982d,28bfd077-9861-4477-b93e-605c2f25761d,vaccine,,,2024-01-30,,2024-03-25,,,Dr. López González,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
649eb73a-0bd7-45ca-b93e-bb3804c4c4f9,28bfd077-9861-4477-b93e-605c2f25761d,vaccine,,Vitamina A,2024-12-08,topical,2025-02-07,,6 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
5bc8f299-1f91-4f42-bc36-515a9ec416cb,58d03dda-c4fe-4af5-a0d5-ac093e3083b4,treatment,Rabia,,2025-06-18,,,2025-06-25,,,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
de5fe8e6-75fd-4366-a310-129ed1b8b4f7,58d03dda-c4fe-4af5-a0d5-ac093e3083b4,vaccine,,Levamisol,2019-07-08,oral,,,4 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
adff5b7d-a713-4c86-a568-298733a7612e,58d03dda-c4fe-4af5-a0d5-ac093e3083b4,vaccine,,,2023-07-05,,2023-11-16,,,Dr. Rodríguez Pérez,Ojos él seguridad perdido sociales muchos horas.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
35f24e27-50c7-4628-8d6a-43b57009f94e,d396f3c4-7ef2-48e7-9cf5-a8cf8472581c,treatment,Mastitis,Vitamina A,2023-08-11,oral,,,6 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
a05563aa-c819-44d6-8052-c0b141cbfc8c,d396f3c4-7ef2-48e7-9cf5-a8cf8472581c,treatment,Mastitis,Penicilina,2024-07-16,topical,,,3 ml,Dr. López González,Solución español club mira dio.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
c2f5cf55-34ed-4a7a-9844-3fd9f61b7d90,d396f3c4-7ef2-48e7-9cf5-a8cf8472581c,vaccine,,Complejo B,2025-10-28,oral,2025-11-30,,4 ml,Dra. Martínez Silva,Estados secretario tener nacional eran somos estuvo.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
554c181a-934c-4186-a596-9935971d0d8b,d1d3ebba-7e44-4617-ab87-c95cd6ee64b1,vaccine,,Levamisol,2023-12-03,oral,,,5 ml,Dr. García López,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
97211afc-6459-4ed8-893a-32f03ac8ea1a,d1d3ebba-7e44-4617-ab87-c95cd6ee64b1,checkup,,,2021-12-16,,,,,Dr. García López,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
317939d6-d740-4e93-90ac-cfc61dc29636,d4370f57-0747-4396-acf3-74f9d8c8b7b6,surgery,,,2023-08-11,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
fd50f289-f832-4466-9225-d9441fdfed4a,d4370f57-0747-4396-acf3-74f9d8c8b7b6,vaccine,,Antiparasitario,2023-05-30,topical,,,2 ml,Dr. Rodríguez Pérez,Mayor ciento s hay comunicación buena internacional.,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
371f6d2a-a512-4e1b-add2-0c31f8d0588c,c4e20713-b121-428f-ab92-64bbc91cf021,vaccine,,Albendazol,2024-11-12,topical,2025-02-01,,2 ml,Dr. García López,,2025-12-14 22:33:42.597178,2025-12-14 22:33:42.597178
3fc03e87-1296-42b5-9aba-29b19e8d7d9d,c4e20713-b121-428f-ab92-64bbc91cf021,vaccine,,Albendazol,2021-06-13,oral,,,2 ml,Dr. García López,Pues actividades la dio apenas voz santa generales.,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
57df94b1-6889-46e3-a86e-716abf840d01,c2e2f531-44ae-4118-be3c-01f531f684fb,vaccine,,Vitamina A,2025-04-03,intramuscular,2025-05-13,,7 ml,,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
c9c3533a-6f28-4177-b129-b3e7ed752db1,c2e2f531-44ae-4118-be3c-01f531f684fb,treatment,,,2021-06-14,,,,,Dr. García López,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
707aa184-87c2-4184-88d0-910e133ed4c8,c2e2f531-44ae-4118-be3c-01f531f684fb,checkup,,,2024-08-25,,,,,,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
599e6421-eda7-45fe-ba56-2d99440210b6,c2e2f531-44ae-4118-be3c-01f531f684fb,checkup,,,2022-08-09,,,,,Dr. López González,Sistemas principales barcelona espacio principios larga.,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
5d06f8d4-fbd6-4296-a724-945cb57c3990,836f3144-d8cd-4f33-8638-1de51165072a,injury,,,2025-07-10,,,,,Dr. García López,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
19dabaa0-5c11-474b-bc44-85214cd627e4,836f3144-d8cd-4f33-8638-1de51165072a,vaccine,,Oxitetraciclina,2023-01-23,oral,2023-06-20,,9 ml,Dr. López González,Económico concepto sea buscar mundo.,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
942d0191-3ef6-4ac1-919e-f40a62b67c8a,836f3144-d8cd-4f33-8638-1de51165072a,vaccine,,Vitamina A,2025-11-26,intramuscular,2026-05-19,,5 ml,,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
73655f33-4b2c-4bdc-8214-c93bd9b68e31,836f3144-d8cd-4f33-8638-1de51165072a,treatment,Dermatitis,Albendazol,2024-07-22,topical,,2024-08-10,3 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
cec67c8b-6a31-4ecf-a3c2-eec629f98699,836f3144-d8cd-4f33-8638-1de51165072a,treatment,,Complejo B,2024-05-06,intramuscular,,2024-06-05,6 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
0a323a15-2cce-41da-a902-0b931b0410bd,836f3144-d8cd-4f33-8638-1de51165072a,treatment,Fiebre aftosa,Antiparasitario,2025-10-19,topical,,2025-11-04,5 ml,Dr. López González,,2025-12-14 22:33:42.598686,2025-12-14 22:33:42.598686
1227e016-a105-4e10-9e57-5923511b602d,836f3144-d8cd-4f33-8638-1de51165072a,checkup,,,2025-05-25,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
b4cfc1a7-24d5-49c6-8de6-113a88254e36,836f3144-d8cd-4f33-8638-1de51165072a,vaccine,,Levamisol,2025-08-08,other,,,8 ml,Dr. López González,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
3c6488cc-216e-4ea7-81e6-91b30b368ed3,836f3144-d8cd-4f33-8638-1de51165072a,surgery,,,2025-08-29,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
18494fe3-63e5-4597-a7bc-31ed97fee985,836f3144-d8cd-4f33-8638-1de51165072a,checkup,,,2025-02-17,,,,,,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
bb6285b4-aa7a-4190-b58c-50a93f87fd6e,836f3144-d8cd-4f33-8638-1de51165072a,vaccine,,Vitamina A,2025-11-28,intramuscular,,,2 ml,Dr. López González,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
1df532d2-f077-40b3-8465-f209bc5ba693,836f3144-d8cd-4f33-8638-1de51165072a,vaccine,,Oxitetraciclina,2023-08-24,intramuscular,2024-02-04,,2 ml,Dr. García López,Conocimiento sino presenta carrera.,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
66e7640c-296d-4ae7-95aa-8e0941df3600,836f3144-d8cd-4f33-8638-1de51165072a,treatment,Parasitosis,Oxitetraciclina,2025-09-24,intravenous,,2025-10-10,9 ml,Dr. López González,Personal contra mil pesetas quiere precios máximo.,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
06b6bfc9-25e4-4309-a632-0aaf6626c93a,836f3144-d8cd-4f33-8638-1de51165072a,checkup,,,2023-01-14,,,,,Dr. García López,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
3479331b-2434-4c67-a492-8656bcbf1548,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,treatment,Tuberculosis,Vitamina A,2024-06-20,oral,,,4 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
bf9a6c3f-40bc-4590-a84d-0910ad56e718,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Levamisol,2025-02-17,topical,2025-06-06,,3 ml,,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
044efbe7-6672-42b9-b8ce-67f108a86fb2,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Vitamina A,2024-07-13,subcutaneous,2024-08-14,,8 ml,Dra. Hernández Ruiz,Mismos puerto revolución río opinión efectos padre.,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
460faa40-c052-4c59-bc03-b6b55160349e,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Antiparasitario,2024-03-06,intravenous,,,6 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
fdf93f5e-18fc-4bc2-aae3-60f418d61b15,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,checkup,,,2022-10-20,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
05360377-8a56-47ad-93f5-6ff78c3a8416,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Oxitetraciclina,2023-01-12,other,,,8 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
1f983ecf-3c2a-4f65-ba32-c498e9a3501f,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Antiparasitario,2021-09-25,topical,,,9 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.599702,2025-12-14 22:33:42.599702
d788ffcf-a35a-4eeb-8cbe-1c7d166a38e4,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,treatment,Dermatitis,,2020-07-27,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
c9d77b27-9de9-4277-b301-a94da0fe448e,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Oxitetraciclina,2022-12-11,topical,,,9 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
dfb1fd1e-65fe-41d7-9343-8952f35201ca,d55a6a16-1c93-4d74-93ed-ed68afcde4e0,vaccine,,Antiparasitario,2021-04-02,other,2021-05-06,,7 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
61761fab-ade3-4c0f-a323-d351413daf67,25a87b12-7b05-4d56-a618-33b8697cc305,treatment,Brucelosis,Penicilina,2024-03-06,subcutaneous,,2024-03-17,4 ml,Dr. García López,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
40d7b216-b243-4381-b493-13e785b847f2,25a87b12-7b05-4d56-a618-33b8697cc305,vaccine,,Antiparasitario,2022-06-23,intramuscular,,,9 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
8415193f-afc3-4c37-b965-41f40fc0dff5,25a87b12-7b05-4d56-a618-33b8697cc305,treatment,Tuberculosis,Albendazol,2023-07-23,subcutaneous,,2023-08-12,2 ml,Dra. Martínez Silva,Cosa claro resultado expresión lenguaje.,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
b5750b59-dd0c-4375-bbbd-4df423297b5a,25a87b12-7b05-4d56-a618-33b8697cc305,checkup,,,2025-02-02,,,,,Dr. López González,País mes contenido cuanto bastante primera.,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
80e1a5fc-45d8-46c0-9bcf-8aa13ec28c98,25a87b12-7b05-4d56-a618-33b8697cc305,checkup,,,2024-06-04,,,,,Dr. García López,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
26a8fec7-c34d-4164-8f4f-e822956a58df,25a87b12-7b05-4d56-a618-33b8697cc305,treatment,Rabia,Albendazol,2021-09-19,other,,2021-10-06,8 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
583384e9-5de3-444f-b244-0b36d605661e,25a87b12-7b05-4d56-a618-33b8697cc305,checkup,,,2022-11-07,,,,,Dr. García López,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
7f956b7c-ec80-4edb-9481-410974f7f17e,25a87b12-7b05-4d56-a618-33b8697cc305,checkup,,,2023-06-25,,,,,Dr. López González,Consumo aumento estuvo antes sangre.,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
0ad6a6c1-23f3-4621-8486-ae5794544908,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Oxitetraciclina,2025-02-27,oral,2025-06-10,,3 ml,Dr. López González,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
b1eb1607-5776-4fff-9320-5ce24ae5c3bc,bb252b08-98dd-4e6d-bdca-b08e77137ff6,checkup,,,2025-08-02,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
db8aab18-d287-4744-b69e-286a2107fdfa,bb252b08-98dd-4e6d-bdca-b08e77137ff6,checkup,,,2019-09-26,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
0363f817-cf79-47ed-8251-f39279af376f,bb252b08-98dd-4e6d-bdca-b08e77137ff6,treatment,Diarrea,,2024-05-01,,,,,Dr. Rodríguez Pérez,Especial encuentra bajo.,2025-12-14 22:33:42.600703,2025-12-14 22:33:42.600703
ddf17c5d-289a-4794-a7eb-3736a51100e4,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Ivermectina,2020-08-27,oral,2020-11-21,,6 ml,Dra. Hernández Ruiz,Palabras puerta modelo espacio lado octubre estos.,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
b0cca86a-ab40-42c6-a7d3-136d4bf37412,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Penicilina,2025-05-08,intravenous,,,6 ml,Dra. Martínez Silva,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
87c7d4ea-b12a-4423-8264-9118c5740c40,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Levamisol,2024-10-20,subcutaneous,,,8 ml,,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
a3b9f943-9302-47c4-ba3d-cd6b1ee8e118,bb252b08-98dd-4e6d-bdca-b08e77137ff6,treatment,Neumonía,Complejo B,2023-09-13,subcutaneous,,,5 ml,Dra. Hernández Ruiz,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
38e553b1-b7ee-4218-9054-0099fc16a322,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Ivermectina,2020-11-20,intramuscular,,,10 ml,Dra. Hernández Ruiz,Tuvo quien van semana compañía partido presente.,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
8fa0666f-cb87-41e8-a011-7efc82396064,bb252b08-98dd-4e6d-bdca-b08e77137ff6,treatment,Diarrea,Albendazol,2020-03-12,intravenous,,,3 ml,Dra. Hernández Ruiz,Entre dio acción arte pasó todas menor.,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
32067438-9c43-4a9c-acdd-42bdbc7c6caf,bb252b08-98dd-4e6d-bdca-b08e77137ff6,treatment,Dermatitis,Albendazol,2020-08-27,subcutaneous,,,6 ml,Dr. García López,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
2c6b857d-4a69-42ad-a325-a2164c185495,bb252b08-98dd-4e6d-bdca-b08e77137ff6,vaccine,,Ivermectina,2024-02-04,subcutaneous,,,10 ml,,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
17c0e577-7f77-4327-83e2-60b8012f9c0f,55377a5c-66b6-4d94-bfa7-8d30f168e60c,checkup,,,2020-06-04,,,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
af5d1c73-c334-4de5-8bbf-7d6b1ffd3190,55377a5c-66b6-4d94-bfa7-8d30f168e60c,vaccine,,Antiparasitario,2023-07-21,subcutaneous,,,10 ml,Dra. Hernández Ruiz,Productos metros alguna seguro bueno viaje.,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
e06fdc51-ce54-42ba-8549-b844428bac0a,55377a5c-66b6-4d94-bfa7-8d30f168e60c,vaccine,,Complejo B,2021-03-18,oral,2021-07-03,,7 ml,Dr. López González,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
7da0871e-66b2-4432-8742-f942a065e07f,55377a5c-66b6-4d94-bfa7-8d30f168e60c,checkup,,,2022-08-05,,,,,Dra. Martínez Silva,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
77e8d9a0-e76f-46dc-afa8-5ac29a1acab8,55377a5c-66b6-4d94-bfa7-8d30f168e60c,treatment,,Albendazol,2024-10-16,oral,,,4 ml,Dr. García López,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
838eb3d4-f094-482c-ad47-28bbb83fbd9d,55377a5c-66b6-4d94-bfa7-8d30f168e60c,surgery,,,2024-02-13,,,,,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
95bfc1de-befe-4e1a-a968-b655a350ffa6,c1d4657c-67e4-407c-9dfe-c1f4277d218c,checkup,,,2022-09-22,,,,,Dra. Hernández Ruiz,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
81d76a5d-3337-4cef-92b8-e9999643c6d5,c1d4657c-67e4-407c-9dfe-c1f4277d218c,treatment,Brucelosis,Oxitetraciclina,2022-11-30,intramuscular,,2022-12-07,1 ml,Dr. Rodríguez Pérez,,2025-12-14 22:33:42.601696,2025-12-14 22:33:42.601696
